list,order,item,audio,condition,concept,prime,colour_repetition,prime_description,target_description,boxed_object,target_noun,target_colour,target_pattern,prime_noun,prime_colour,target_pattern,prime_pattern,filler_prime_category,filler_target_category,target_object,distractor1_sameN_sameC_DiffP,distractor2_sameN_DiffC_sameP,distractor4_sameN_DiffC_DiffP,distractor3_DiffNoun_sameC_sameP,distractor6_DiffN_SameC_DiffP,distractor5_repeated_diffN_diffColor_sameP,distractor7_non_repeated_prime_DiffN_DiffC_DiffP,alternative noun,alternative colour,alternative pattern,targetPosition,distractor1_sameN_sameC_DiffP,distractor2_sameN_DiffC_sameP,distractor4_sameN_DiffC_DiffP,distractor3_DiffNoun_sameC_sameP,distractor6_repeated_prime_DiffN_SameC_DiffP,distractor5_repeated_diffN_diffColor_sameP,distractor7_non_repeated_prime_DiffN_DiffC_DiffP,expTrials,targetImg,boxPos,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,recordingName
3,73,20,20_PC_RC_rep.mp3,8,PC,RC,repeated,The striped lock that's green,blue striped bow,bow_blue_striped,bow,blue,striped,lock,green,striped,striped,,,bow_blue_striped,bow_blue_spotted,bow_green_striped,bow_green_spotted,lock_blue_striped,lock_blue_spotted,lock_green_striped,lock_green_spotted,lock,green,spotted,1,8,6,4,2,5,7,3,Y,7,1,bow_blue_striped.png,lock_blue_striped.png,lock_green_spotted.png,bow_green_spotted.png,lock_blue_spotted.png,bow_green_striped.png,lock_green_striped.png,bow_blue_spotted.png,Y_List3_Order75_Item-20_Cond8
4,73,20,20_CP_AAN_non.mp3,1,CP,AAN,non-repeated,The green spotted lock,blue striped bow,bow_blue_striped,bow,blue,striped,lock,green,striped,spotted,,,bow_blue_striped,bow_blue_spotted,bow_green_striped,bow_green_spotted,lock_blue_striped,lock_blue_spotted,lock_green_striped,lock_green_spotted,lock,green,spotted,1,8,6,4,2,5,7,3,Y,3,1,bow_blue_striped.png,lock_blue_striped.png,lock_green_spotted.png,bow_green_spotted.png,lock_blue_spotted.png,bow_green_striped.png,lock_green_striped.png,bow_blue_spotted.png,Y_List4_Order75_Item-20_Cond1
5,73,20,20_CP_AAN_rep.mp3,2,CP,AAN,repeated,The green striped lock,blue striped bow,bow_blue_striped,bow,blue,striped,lock,green,striped,striped,,,bow_blue_striped,bow_blue_spotted,bow_green_striped,bow_green_spotted,lock_blue_striped,lock_blue_spotted,lock_green_striped,lock_green_spotted,lock,green,spotted,1,8,6,4,2,5,7,3,Y,7,1,bow_blue_striped.png,lock_blue_striped.png,lock_green_spotted.png,bow_green_spotted.png,lock_blue_spotted.png,bow_green_striped.png,lock_green_striped.png,bow_blue_spotted.png,Y_List5_Order75_Item-20_Cond2
6,73,20,20_CP_RC_non.mp3,3,CP,RC,non-repeated,The green lock that's spotted,blue striped bow,bow_blue_striped,bow,blue,striped,lock,green,striped,spotted,,,bow_blue_striped,bow_blue_spotted,bow_green_striped,bow_green_spotted,lock_blue_striped,lock_blue_spotted,lock_green_striped,lock_green_spotted,lock,green,spotted,1,8,6,4,2,5,7,3,Y,3,1,bow_blue_striped.png,lock_blue_striped.png,lock_green_spotted.png,bow_green_spotted.png,lock_blue_spotted.png,bow_green_striped.png,lock_green_striped.png,bow_blue_spotted.png,Y_List6_Order75_Item-20_Cond3
7,73,20,20_CP_RC_rep.mp3,4,CP,RC,repeated,The green lock that's striped,blue striped bow,bow_blue_striped,bow,blue,striped,lock,green,striped,striped,,,bow_blue_striped,bow_blue_spotted,bow_green_striped,bow_green_spotted,lock_blue_striped,lock_blue_spotted,lock_green_striped,lock_green_spotted,lock,green,spotted,1,8,6,4,2,5,7,3,Y,7,1,bow_blue_striped.png,lock_blue_striped.png,lock_green_spotted.png,bow_green_spotted.png,lock_blue_spotted.png,bow_green_striped.png,lock_green_striped.png,bow_blue_spotted.png,Y_List7_Order75_Item-20_Cond4
8,73,20,20_PC_AAN_non.mp3,5,PC,AAN,non-repeated,The spotted green lock,blue striped bow,bow_blue_striped,bow,blue,striped,lock,green,striped,spotted,,,bow_blue_striped,bow_blue_spotted,bow_green_striped,bow_green_spotted,lock_blue_striped,lock_blue_spotted,lock_green_striped,lock_green_spotted,lock,green,spotted,1,8,6,4,2,5,7,3,Y,3,1,bow_blue_striped.png,lock_blue_striped.png,lock_green_spotted.png,bow_green_spotted.png,lock_blue_spotted.png,bow_green_striped.png,lock_green_striped.png,bow_blue_spotted.png,Y_List8_Order75_Item-20_Cond5
1,74,f28,f28.mp3,9,,N,,The helmet,window,,window,,,helmet,,,,noun category,noun category,windowRedLarge,,,,,,,,,,,,,,,,,,,N,5,7,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,helmetLeft.png,moonRedLargeRight.png,pianoLarge.png,moonRedLargeRight.png,N_List1_Order74_Item-f28_Cond9
2,74,f28,f28.mp3,9,,N,,The helmet,window,,window,,,helmet,,,,noun category,noun category,windowRedLarge,,,,,,,,,,,,,,,,,,,N,5,7,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,helmetLeft.png,moonRedLargeRight.png,pianoLarge.png,moonRedLargeRight.png,N_List2_Order74_Item-f28_Cond9
3,74,f28,f28.mp3,9,,N,,The helmet,window,,window,,,helmet,,,,noun category,noun category,windowRedLarge,,,,,,,,,,,,,,,,,,,N,5,7,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,helmetLeft.png,moonRedLargeRight.png,pianoLarge.png,moonRedLargeRight.png,N_List3_Order74_Item-f28_Cond9
4,74,f28,f28.mp3,9,,N,,The helmet,window,,window,,,helmet,,,,noun category,noun category,windowRedLarge,,,,,,,,,,,,,,,,,,,N,5,7,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,helmetLeft.png,moonRedLargeRight.png,pianoLarge.png,moonRedLargeRight.png,N_List4_Order74_Item-f28_Cond9
5,74,f28,f28.mp3,9,,N,,The helmet,window,,window,,,helmet,,,,noun category,noun category,windowRedLarge,,,,,,,,,,,,,,,,,,,N,5,7,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,helmetLeft.png,moonRedLargeRight.png,pianoLarge.png,moonRedLargeRight.png,N_List5_Order74_Item-f28_Cond9
6,74,f28,f28.mp3,9,,N,,The helmet,window,,window,,,helmet,,,,noun category,noun category,windowRedLarge,,,,,,,,,,,,,,,,,,,N,5,7,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,helmetLeft.png,moonRedLargeRight.png,pianoLarge.png,moonRedLargeRight.png,N_List6_Order74_Item-f28_Cond9
7,74,f28,f28.mp3,9,,N,,The helmet,window,,window,,,helmet,,,,noun category,noun category,windowRedLarge,,,,,,,,,,,,,,,,,,,N,5,7,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,helmetLeft.png,moonRedLargeRight.png,pianoLarge.png,moonRedLargeRight.png,N_List7_Order74_Item-f28_Cond9
8,74,f28,f28.mp3,9,,N,,The helmet,window,,window,,,helmet,,,,noun category,noun category,windowRedLarge,,,,,,,,,,,,,,,,,,,N,5,7,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,helmetLeft.png,moonRedLargeRight.png,pianoLarge.png,moonRedLargeRight.png,N_List8_Order74_Item-f28_Cond9
1,75,36,36_CP_AAN_non.mp3,1,CP,AAN,non-repeated,The green chequered jacket,red striped hammer,hammer_red_striped,hammer,red,striped,jacket,green,striped,chequered,,,hammer_red_striped,hammer_red_chequered,hammer_green_striped,hammer_green_chequered,jacket_red_striped,jacket_red_chequered,jacket_green_striped,jacket_green_chequered,jacket,green,chequered,4,7,6,2,8,5,3,1,Y,1,4,jacket_green_chequered.png,hammer_green_chequered.png,jacket_green_striped.png,hammer_red_striped.png,jacket_red_chequered.png,hammer_green_striped.png,hammer_red_chequered.png,jacket_red_striped.png,Y_List1_Order77_Item-36_Cond1
2,75,36,36_CP_AAN_rep.mp3,2,CP,AAN,repeated,The green striped jacket,red striped hammer,hammer_red_striped,hammer,red,striped,jacket,green,striped,striped,,,hammer_red_striped,hammer_red_chequered,hammer_green_striped,hammer_green_chequered,jacket_red_striped,jacket_red_chequered,jacket_green_striped,jacket_green_chequered,jacket,green,chequered,4,7,6,2,8,5,3,1,Y,3,4,jacket_green_chequered.png,hammer_green_chequered.png,jacket_green_striped.png,hammer_red_striped.png,jacket_red_chequered.png,hammer_green_striped.png,hammer_red_chequered.png,jacket_red_striped.png,Y_List2_Order77_Item-36_Cond2
3,75,36,36_CP_RC_non.mp3,3,CP,RC,non-repeated,The green jacket that's chequered,red striped hammer,hammer_red_striped,hammer,red,striped,jacket,green,striped,chequered,,,hammer_red_striped,hammer_red_chequered,hammer_green_striped,hammer_green_chequered,jacket_red_striped,jacket_red_chequered,jacket_green_striped,jacket_green_chequered,jacket,green,chequered,4,7,6,2,8,5,3,1,Y,1,4,jacket_green_chequered.png,hammer_green_chequered.png,jacket_green_striped.png,hammer_red_striped.png,jacket_red_chequered.png,hammer_green_striped.png,hammer_red_chequered.png,jacket_red_striped.png,Y_List3_Order77_Item-36_Cond3
4,75,36,36_CP_RC_rep.mp3,4,CP,RC,repeated,The green jacket that's striped,red striped hammer,hammer_red_striped,hammer,red,striped,jacket,green,striped,striped,,,hammer_red_striped,hammer_red_chequered,hammer_green_striped,hammer_green_chequered,jacket_red_striped,jacket_red_chequered,jacket_green_striped,jacket_green_chequered,jacket,green,chequered,4,7,6,2,8,5,3,1,Y,3,4,jacket_green_chequered.png,hammer_green_chequered.png,jacket_green_striped.png,hammer_red_striped.png,jacket_red_chequered.png,hammer_green_striped.png,hammer_red_chequered.png,jacket_red_striped.png,Y_List4_Order77_Item-36_Cond4
5,75,36,36_PC_AAN_non.mp3,5,PC,AAN,non-repeated,The chequered green jacket,red striped hammer,hammer_red_striped,hammer,red,striped,jacket,green,striped,chequered,,,hammer_red_striped,hammer_red_chequered,hammer_green_striped,hammer_green_chequered,jacket_red_striped,jacket_red_chequered,jacket_green_striped,jacket_green_chequered,jacket,green,chequered,4,7,6,2,8,5,3,1,Y,1,4,jacket_green_chequered.png,hammer_green_chequered.png,jacket_green_striped.png,hammer_red_striped.png,jacket_red_chequered.png,hammer_green_striped.png,hammer_red_chequered.png,jacket_red_striped.png,Y_List5_Order77_Item-36_Cond5
6,75,36,36_PC_AAN_rep.mp3,6,PC,AAN,repeated,The striped green jacket,red striped hammer,hammer_red_striped,hammer,red,striped,jacket,green,striped,striped,,,hammer_red_striped,hammer_red_chequered,hammer_green_striped,hammer_green_chequered,jacket_red_striped,jacket_red_chequered,jacket_green_striped,jacket_green_chequered,jacket,green,chequered,4,7,6,2,8,5,3,1,Y,3,4,jacket_green_chequered.png,hammer_green_chequered.png,jacket_green_striped.png,hammer_red_striped.png,jacket_red_chequered.png,hammer_green_striped.png,hammer_red_chequered.png,jacket_red_striped.png,Y_List6_Order77_Item-36_Cond6
7,75,36,36_PC_RC_non.mp3,7,PC,RC,non-repeated,The chequered jacket that's green,red striped hammer,hammer_red_striped,hammer,red,striped,jacket,green,striped,chequered,,,hammer_red_striped,hammer_red_chequered,hammer_green_striped,hammer_green_chequered,jacket_red_striped,jacket_red_chequered,jacket_green_striped,jacket_green_chequered,jacket,green,chequered,4,7,6,2,8,5,3,1,Y,1,4,jacket_green_chequered.png,hammer_green_chequered.png,jacket_green_striped.png,hammer_red_striped.png,jacket_red_chequered.png,hammer_green_striped.png,hammer_red_chequered.png,jacket_red_striped.png,Y_List7_Order77_Item-36_Cond7
8,75,36,36_PC_RC_rep.mp3,8,PC,RC,repeated,The striped jacket that's green,red striped hammer,hammer_red_striped,hammer,red,striped,jacket,green,striped,striped,,,hammer_red_striped,hammer_red_chequered,hammer_green_striped,hammer_green_chequered,jacket_red_striped,jacket_red_chequered,jacket_green_striped,jacket_green_chequered,jacket,green,chequered,4,7,6,2,8,5,3,1,Y,3,4,jacket_green_chequered.png,hammer_green_chequered.png,jacket_green_striped.png,hammer_red_striped.png,jacket_red_chequered.png,hammer_green_striped.png,hammer_red_chequered.png,jacket_red_striped.png,Y_List8_Order77_Item-36_Cond8
1,76,f22,f22RC.mp3,9,,RC,,The large horn that's facing left,small horn that's facing right,,frenchhorn,,,frenchhorn,,,,directionoun category,size,frenchhornGreenSmallRight,,,,,,,,,,,,,,,,,,,N,7,4,frenchhornGreenSmallLeft.png,frenchhornGreenLargeRight.png,horseSmallLeft.png,frenchhornGreenSmallRight.png,horseLargeRight.png,horseSmallLeft.png,frenchhornGreenLargeLeft.png,horseLargeLeft.png,N_List1_Order76_Item-f22_Cond9
2,76,f22,f22RC.mp3,9,,RC,,The large horn that's facing left,small horn that's facing right,,frenchhorn,,,frenchhorn,,,,directionoun category,size,frenchhornGreenSmallRight,,,,,,,,,,,,,,,,,,,N,7,4,frenchhornGreenSmallLeft.png,frenchhornGreenLargeRight.png,horseSmallLeft.png,frenchhornGreenSmallRight.png,horseLargeRight.png,horseSmallLeft.png,frenchhornGreenLargeLeft.png,horseLargeLeft.png,N_List2_Order76_Item-f22_Cond9
3,76,f22,f22RC.mp3,9,,RC,,The large horn that's facing left,small horn that's facing right,,frenchhorn,,,frenchhorn,,,,directionoun category,size,frenchhornGreenSmallRight,,,,,,,,,,,,,,,,,,,N,7,4,frenchhornGreenSmallLeft.png,frenchhornGreenLargeRight.png,horseSmallLeft.png,frenchhornGreenSmallRight.png,horseLargeRight.png,horseSmallLeft.png,frenchhornGreenLargeLeft.png,horseLargeLeft.png,N_List3_Order76_Item-f22_Cond9
4,76,f22,f22RC.mp3,9,,RC,,The large horn that's facing left,small horn that's facing right,,frenchhorn,,,frenchhorn,,,,directionoun category,size,frenchhornGreenSmallRight,,,,,,,,,,,,,,,,,,,N,7,4,frenchhornGreenSmallLeft.png,frenchhornGreenLargeRight.png,horseSmallLeft.png,frenchhornGreenSmallRight.png,horseLargeRight.png,horseSmallLeft.png,frenchhornGreenLargeLeft.png,horseLargeLeft.png,N_List4_Order76_Item-f22_Cond9
5,76,f22,f22RC.mp3,9,,RC,,The large horn that's facing left,small horn that's facing right,,frenchhorn,,,frenchhorn,,,,directionoun category,size,frenchhornGreenSmallRight,,,,,,,,,,,,,,,,,,,N,7,4,frenchhornGreenSmallLeft.png,frenchhornGreenLargeRight.png,horseSmallLeft.png,frenchhornGreenSmallRight.png,horseLargeRight.png,horseSmallLeft.png,frenchhornGreenLargeLeft.png,horseLargeLeft.png,N_List5_Order76_Item-f22_Cond9
6,76,f22,f22RC.mp3,9,,RC,,The large horn that's facing left,small horn that's facing right,,frenchhorn,,,frenchhorn,,,,directionoun category,size,frenchhornGreenSmallRight,,,,,,,,,,,,,,,,,,,N,7,4,frenchhornGreenSmallLeft.png,frenchhornGreenLargeRight.png,horseSmallLeft.png,frenchhornGreenSmallRight.png,horseLargeRight.png,horseSmallLeft.png,frenchhornGreenLargeLeft.png,horseLargeLeft.png,N_List6_Order76_Item-f22_Cond9
7,76,f22,f22RC.mp3,9,,RC,,The large horn that's facing left,small horn that's facing right,,frenchhorn,,,frenchhorn,,,,directionoun category,size,frenchhornGreenSmallRight,,,,,,,,,,,,,,,,,,,N,7,4,frenchhornGreenSmallLeft.png,frenchhornGreenLargeRight.png,horseSmallLeft.png,frenchhornGreenSmallRight.png,horseLargeRight.png,horseSmallLeft.png,frenchhornGreenLargeLeft.png,horseLargeLeft.png,N_List7_Order76_Item-f22_Cond9
8,76,f22,f22RC.mp3,9,,RC,,The large horn that's facing left,small horn that's facing right,,frenchhorn,,,frenchhorn,,,,directionoun category,size,frenchhornGreenSmallRight,,,,,,,,,,,,,,,,,,,N,7,4,frenchhornGreenSmallLeft.png,frenchhornGreenLargeRight.png,horseSmallLeft.png,frenchhornGreenSmallRight.png,horseLargeRight.png,horseSmallLeft.png,frenchhornGreenLargeLeft.png,horseLargeLeft.png,N_List8_Order76_Item-f22_Cond9
1,77,35,35_CP_RC_non.mp3,3,CP,RC,non-repeated,The red table that's spotted,blue chequered kettle,kettle_blue_chequered,kettle,blue,chequered,table,red,chequered,spotted,,,kettle_blue_chequered,kettle_blue_spotted,kettle_red_chequered,kettle_red_spotted,table_blue_chequered,table_blue_spotted,table_red_chequered,table_red_spotted,table,red,spotted,6,8,1,7,2,3,5,4,Y,4,6,kettle_red_chequered.png,table_blue_chequered.png,table_blue_spotted.png,table_red_spotted.png,table_red_chequered.png,kettle_blue_chequered.png,kettle_red_spotted.png,kettle_blue_spotted.png,Y_List1_Order79_Item-35_Cond3
2,77,35,35_CP_RC_rep.mp3,4,CP,RC,repeated,The red table that's chequered,blue chequered kettle,kettle_blue_chequered,kettle,blue,chequered,table,red,chequered,chequered,,,kettle_blue_chequered,kettle_blue_spotted,kettle_red_chequered,kettle_red_spotted,table_blue_chequered,table_blue_spotted,table_red_chequered,table_red_spotted,table,red,spotted,6,8,1,7,2,3,5,4,Y,5,6,kettle_red_chequered.png,table_blue_chequered.png,table_blue_spotted.png,table_red_spotted.png,table_red_chequered.png,kettle_blue_chequered.png,kettle_red_spotted.png,kettle_blue_spotted.png,Y_List2_Order79_Item-35_Cond4
3,77,35,35_PC_AAN_non.mp3,5,PC,AAN,non-repeated,The spotted red table,blue chequered kettle,kettle_blue_chequered,kettle,blue,chequered,table,red,chequered,spotted,,,kettle_blue_chequered,kettle_blue_spotted,kettle_red_chequered,kettle_red_spotted,table_blue_chequered,table_blue_spotted,table_red_chequered,table_red_spotted,table,red,spotted,6,8,1,7,2,3,5,4,Y,4,6,kettle_red_chequered.png,table_blue_chequered.png,table_blue_spotted.png,table_red_spotted.png,table_red_chequered.png,kettle_blue_chequered.png,kettle_red_spotted.png,kettle_blue_spotted.png,Y_List3_Order79_Item-35_Cond5
4,77,35,35_PC_AAN_rep.mp3,6,PC,AAN,repeated,The chequered red table,blue chequered kettle,kettle_blue_chequered,kettle,blue,chequered,table,red,chequered,chequered,,,kettle_blue_chequered,kettle_blue_spotted,kettle_red_chequered,kettle_red_spotted,table_blue_chequered,table_blue_spotted,table_red_chequered,table_red_spotted,table,red,spotted,6,8,1,7,2,3,5,4,Y,5,6,kettle_red_chequered.png,table_blue_chequered.png,table_blue_spotted.png,table_red_spotted.png,table_red_chequered.png,kettle_blue_chequered.png,kettle_red_spotted.png,kettle_blue_spotted.png,Y_List4_Order79_Item-35_Cond6
5,77,35,35_PC_RC_non.mp3,7,PC,RC,non-repeated,The spotted table that's red,blue chequered kettle,kettle_blue_chequered,kettle,blue,chequered,table,red,chequered,spotted,,,kettle_blue_chequered,kettle_blue_spotted,kettle_red_chequered,kettle_red_spotted,table_blue_chequered,table_blue_spotted,table_red_chequered,table_red_spotted,table,red,spotted,6,8,1,7,2,3,5,4,Y,4,6,kettle_red_chequered.png,table_blue_chequered.png,table_blue_spotted.png,table_red_spotted.png,table_red_chequered.png,kettle_blue_chequered.png,kettle_red_spotted.png,kettle_blue_spotted.png,Y_List5_Order79_Item-35_Cond7
6,77,35,35_PC_RC_rep.mp3,8,PC,RC,repeated,The chequered table that's red,blue chequered kettle,kettle_blue_chequered,kettle,blue,chequered,table,red,chequered,chequered,,,kettle_blue_chequered,kettle_blue_spotted,kettle_red_chequered,kettle_red_spotted,table_blue_chequered,table_blue_spotted,table_red_chequered,table_red_spotted,table,red,spotted,6,8,1,7,2,3,5,4,Y,5,6,kettle_red_chequered.png,table_blue_chequered.png,table_blue_spotted.png,table_red_spotted.png,table_red_chequered.png,kettle_blue_chequered.png,kettle_red_spotted.png,kettle_blue_spotted.png,Y_List6_Order79_Item-35_Cond8
7,77,35,35_CP_AAN_non.mp3,1,CP,AAN,non-repeated,The red spotted table,blue chequered kettle,kettle_blue_chequered,kettle,blue,chequered,table,red,chequered,spotted,,,kettle_blue_chequered,kettle_blue_spotted,kettle_red_chequered,kettle_red_spotted,table_blue_chequered,table_blue_spotted,table_red_chequered,table_red_spotted,table,red,spotted,6,8,1,7,2,3,5,4,Y,4,6,kettle_red_chequered.png,table_blue_chequered.png,table_blue_spotted.png,table_red_spotted.png,table_red_chequered.png,kettle_blue_chequered.png,kettle_red_spotted.png,kettle_blue_spotted.png,Y_List7_Order79_Item-35_Cond1
8,77,35,35_CP_AAN_rep.mp3,2,CP,AAN,repeated,The red chequered table,blue chequered kettle,kettle_blue_chequered,kettle,blue,chequered,table,red,chequered,chequered,,,kettle_blue_chequered,kettle_blue_spotted,kettle_red_chequered,kettle_red_spotted,table_blue_chequered,table_blue_spotted,table_red_chequered,table_red_spotted,table,red,spotted,6,8,1,7,2,3,5,4,Y,5,6,kettle_red_chequered.png,table_blue_chequered.png,table_blue_spotted.png,table_red_spotted.png,table_red_chequered.png,kettle_blue_chequered.png,kettle_red_spotted.png,kettle_blue_spotted.png,Y_List8_Order79_Item-35_Cond2
1,78,f39,f39RC.mp3,9,,N,,The small snake that's facing left,small helmet,,snake,,,snake,,,,noun category,noun category,helmetRedSmall,,,,,,,,,,,,,,,,,,,N,1,8,snakeBlueSmallLeft.png,candleGreyLarge.png,candleBlueLarge.png,helmetRedLarge.png,candleGreyLarge.png,snakeBlueLargeRight.png,candleGreyLarge.png,helmetRedSmall.png,N_List1_Order78_Item-f39_Cond9
2,78,f39,f39RC.mp3,9,,N,,The small snake that's facing left,small helmet,,snake,,,snake,,,,noun category,noun category,helmetRedSmall,,,,,,,,,,,,,,,,,,,N,1,8,snakeBlueSmallLeft.png,candleGreyLarge.png,candleBlueLarge.png,helmetRedLarge.png,candleGreyLarge.png,snakeBlueLargeRight.png,candleGreyLarge.png,helmetRedSmall.png,N_List2_Order78_Item-f39_Cond9
3,78,f39,f39RC.mp3,9,,N,,The small snake that's facing left,small helmet,,snake,,,snake,,,,noun category,noun category,helmetRedSmall,,,,,,,,,,,,,,,,,,,N,1,8,snakeBlueSmallLeft.png,candleGreyLarge.png,candleBlueLarge.png,helmetRedLarge.png,candleGreyLarge.png,snakeBlueLargeRight.png,candleGreyLarge.png,helmetRedSmall.png,N_List3_Order78_Item-f39_Cond9
4,78,f39,f39RC.mp3,9,,N,,The small snake that's facing left,small helmet,,snake,,,snake,,,,noun category,noun category,helmetRedSmall,,,,,,,,,,,,,,,,,,,N,1,8,snakeBlueSmallLeft.png,candleGreyLarge.png,candleBlueLarge.png,helmetRedLarge.png,candleGreyLarge.png,snakeBlueLargeRight.png,candleGreyLarge.png,helmetRedSmall.png,N_List4_Order78_Item-f39_Cond9
5,78,f39,f39RC.mp3,9,,N,,The small snake that's facing left,small helmet,,snake,,,snake,,,,noun category,noun category,helmetRedSmall,,,,,,,,,,,,,,,,,,,N,1,8,snakeBlueSmallLeft.png,candleGreyLarge.png,candleBlueLarge.png,helmetRedLarge.png,candleGreyLarge.png,snakeBlueLargeRight.png,candleGreyLarge.png,helmetRedSmall.png,N_List5_Order78_Item-f39_Cond9
6,78,f39,f39RC.mp3,9,,N,,The small snake that's facing left,small helmet,,snake,,,snake,,,,noun category,noun category,helmetRedSmall,,,,,,,,,,,,,,,,,,,N,1,8,snakeBlueSmallLeft.png,candleGreyLarge.png,candleBlueLarge.png,helmetRedLarge.png,candleGreyLarge.png,snakeBlueLargeRight.png,candleGreyLarge.png,helmetRedSmall.png,N_List6_Order78_Item-f39_Cond9
7,78,f39,f39RC.mp3,9,,N,,The small snake that's facing left,small helmet,,snake,,,snake,,,,noun category,noun category,helmetRedSmall,,,,,,,,,,,,,,,,,,,N,1,8,snakeBlueSmallLeft.png,candleGreyLarge.png,candleBlueLarge.png,helmetRedLarge.png,candleGreyLarge.png,snakeBlueLargeRight.png,candleGreyLarge.png,helmetRedSmall.png,N_List7_Order78_Item-f39_Cond9
8,78,f39,f39RC.mp3,9,,N,,The small snake that's facing left,small helmet,,snake,,,snake,,,,noun category,noun category,helmetRedSmall,,,,,,,,,,,,,,,,,,,N,1,8,snakeBlueSmallLeft.png,candleGreyLarge.png,candleBlueLarge.png,helmetRedLarge.png,candleGreyLarge.png,snakeBlueLargeRight.png,candleGreyLarge.png,helmetRedSmall.png,N_List8_Order78_Item-f39_Cond9
1,79,37,37_PC_AAN_rep.mp3,6,PC,AAN,repeated,The spotted red swing,green spotted bed,bed_green_spotted,bed,green,spotted,swing,red,spotted,spotted,,,bed_green_spotted,bed_green_chequered,bed_red_spotted,bed_red_chequered,swing_green_spotted,swing_green_chequered,swing_red_spotted,swing_red_chequered,swing,red,chequered,6,4,2,3,7,8,1,5,Y,1,6,swing_red_spotted.png,bed_red_spotted.png,bed_red_chequered.png,bed_green_chequered.png,swing_red_chequered.png,bed_green_spotted.png,swing_green_spotted.png,swing_green_chequered.png,Y_List1_Order81_Item-37_Cond6
2,79,37,37_PC_RC_non.mp3,7,PC,RC,non-repeated,The chequered swing that's red,green spotted bed,bed_green_spotted,bed,green,spotted,swing,red,spotted,chequered,,,bed_green_spotted,bed_green_chequered,bed_red_spotted,bed_red_chequered,swing_green_spotted,swing_green_chequered,swing_red_spotted,swing_red_chequered,swing,red,chequered,6,4,2,3,7,8,1,5,Y,5,6,swing_red_spotted.png,bed_red_spotted.png,bed_red_chequered.png,bed_green_chequered.png,swing_red_chequered.png,bed_green_spotted.png,swing_green_spotted.png,swing_green_chequered.png,Y_List2_Order81_Item-37_Cond7
3,79,37,37_PC_RC_rep.mp3,8,PC,RC,repeated,The spotted swing that's red,green spotted bed,bed_green_spotted,bed,green,spotted,swing,red,spotted,spotted,,,bed_green_spotted,bed_green_chequered,bed_red_spotted,bed_red_chequered,swing_green_spotted,swing_green_chequered,swing_red_spotted,swing_red_chequered,swing,red,chequered,6,4,2,3,7,8,1,5,Y,1,6,swing_red_spotted.png,bed_red_spotted.png,bed_red_chequered.png,bed_green_chequered.png,swing_red_chequered.png,bed_green_spotted.png,swing_green_spotted.png,swing_green_chequered.png,Y_List3_Order81_Item-37_Cond8
4,79,37,37_CP_AAN_non.mp3,1,CP,AAN,non-repeated,The red chequered swing,green spotted bed,bed_green_spotted,bed,green,spotted,swing,red,spotted,chequered,,,bed_green_spotted,bed_green_chequered,bed_red_spotted,bed_red_chequered,swing_green_spotted,swing_green_chequered,swing_red_spotted,swing_red_chequered,swing,red,chequered,6,4,2,3,7,8,1,5,Y,5,6,swing_red_spotted.png,bed_red_spotted.png,bed_red_chequered.png,bed_green_chequered.png,swing_red_chequered.png,bed_green_spotted.png,swing_green_spotted.png,swing_green_chequered.png,Y_List4_Order81_Item-37_Cond1
5,79,37,37_CP_AAN_rep.mp3,2,CP,AAN,repeated,The red spotted swing,green spotted bed,bed_green_spotted,bed,green,spotted,swing,red,spotted,spotted,,,bed_green_spotted,bed_green_chequered,bed_red_spotted,bed_red_chequered,swing_green_spotted,swing_green_chequered,swing_red_spotted,swing_red_chequered,swing,red,chequered,6,4,2,3,7,8,1,5,Y,1,6,swing_red_spotted.png,bed_red_spotted.png,bed_red_chequered.png,bed_green_chequered.png,swing_red_chequered.png,bed_green_spotted.png,swing_green_spotted.png,swing_green_chequered.png,Y_List5_Order81_Item-37_Cond2
