list,order,item,audio,condition,concept,prime,colour_repetition,prime_description,target_description,boxed_object,target_noun,target_colour,target_pattern,prime_noun,prime_colour,target_pattern,prime_pattern,filler_prime_category,filler_target_category,target_object,distractor1_sameN_sameC_DiffP,distractor2_sameN_DiffC_sameP,distractor4_sameN_DiffC_DiffP,distractor3_DiffNoun_sameC_sameP,distractor6_DiffN_SameC_DiffP,distractor5_repeated_diffN_diffColor_sameP,distractor7_non_repeated_prime_DiffN_DiffC_DiffP,alternative noun,alternative colour,alternative pattern,targetPosition,distractor1_sameN_sameC_DiffP,distractor2_sameN_DiffC_sameP,distractor4_sameN_DiffC_DiffP,distractor3_DiffNoun_sameC_sameP,distractor6_repeated_prime_DiffN_SameC_DiffP,distractor5_repeated_diffN_diffColor_sameP,distractor7_non_repeated_prime_DiffN_DiffC_DiffP,expTrials,targetImg,boxPos,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,recordingName
8,15,3,03_CP_AAN_non.mp3,1,CP,AAN,non-repeated,The red chequered book,blue striped bowl,bowl_blue_striped,bowl,blue,striped,book,red,striped,chequered,,,bowl_blue_striped,bowl_blue_chequered,bowl_red_striped,bowl_red_chequered,book_blue_striped,book_blue_chequered,book_red_striped,book_red_chequered,book,red,chequered,4,8,1,6,7,5,3,2,Y,2,4,bowl_red_striped.png,book_red_chequered.png,book_red_striped.png,bowl_blue_striped.png,book_blue_chequered.png,bowl_red_chequered.png,book_blue_striped.png,bowl_blue_chequered.png,Y_List8_Order15_Item-3_Cond1
1,16,f46,f46RC.mp3,9,,RC,,The turtle that's facing left,donkey that's facing right,,turtle,,,turtle,,,,noun category,noun category,donkeyLargeRight,,,,,,,,,,,,,,,,,,,N,4,8,moonBlueLargeLeft.png,turtleGreenLargeRight.png,moonRedLargeRight.png,turtleGreenLargeLeft.png,donkeyLargeLeft.png,moonRedLargeRight.png,moonRedLargeRight.png,donkeyLargeRight.png,N_List1_Order16_Item-f46_Cond9
2,16,f46,f46RC.mp3,9,,RC,,The turtle that's facing left,donkey that's facing right,,turtle,,,turtle,,,,noun category,noun category,donkeyLargeRight,,,,,,,,,,,,,,,,,,,N,4,8,moonBlueLargeLeft.png,turtleGreenLargeRight.png,moonRedLargeRight.png,turtleGreenLargeLeft.png,donkeyLargeLeft.png,moonRedLargeRight.png,moonRedLargeRight.png,donkeyLargeRight.png,N_List2_Order16_Item-f46_Cond9
3,16,f46,f46RC.mp3,9,,RC,,The turtle that's facing left,donkey that's facing right,,turtle,,,turtle,,,,noun category,noun category,donkeyLargeRight,,,,,,,,,,,,,,,,,,,N,4,8,moonBlueLargeLeft.png,turtleGreenLargeRight.png,moonRedLargeRight.png,turtleGreenLargeLeft.png,donkeyLargeLeft.png,moonRedLargeRight.png,moonRedLargeRight.png,donkeyLargeRight.png,N_List3_Order16_Item-f46_Cond9
4,16,f46,f46RC.mp3,9,,RC,,The turtle that's facing left,donkey that's facing right,,turtle,,,turtle,,,,noun category,noun category,donkeyLargeRight,,,,,,,,,,,,,,,,,,,N,4,8,moonBlueLargeLeft.png,turtleGreenLargeRight.png,moonRedLargeRight.png,turtleGreenLargeLeft.png,donkeyLargeLeft.png,moonRedLargeRight.png,moonRedLargeRight.png,donkeyLargeRight.png,N_List4_Order16_Item-f46_Cond9
5,16,f46,f46RC.mp3,9,,RC,,The turtle that's facing left,donkey that's facing right,,turtle,,,turtle,,,,noun category,noun category,donkeyLargeRight,,,,,,,,,,,,,,,,,,,N,4,8,moonBlueLargeLeft.png,turtleGreenLargeRight.png,moonRedLargeRight.png,turtleGreenLargeLeft.png,donkeyLargeLeft.png,moonRedLargeRight.png,moonRedLargeRight.png,donkeyLargeRight.png,N_List5_Order16_Item-f46_Cond9
6,16,f46,f46RC.mp3,9,,RC,,The turtle that's facing left,donkey that's facing right,,turtle,,,turtle,,,,noun category,noun category,donkeyLargeRight,,,,,,,,,,,,,,,,,,,N,4,8,moonBlueLargeLeft.png,turtleGreenLargeRight.png,moonRedLargeRight.png,turtleGreenLargeLeft.png,donkeyLargeLeft.png,moonRedLargeRight.png,moonRedLargeRight.png,donkeyLargeRight.png,N_List6_Order16_Item-f46_Cond9
7,16,f46,f46RC.mp3,9,,RC,,The turtle that's facing left,donkey that's facing right,,turtle,,,turtle,,,,noun category,noun category,donkeyLargeRight,,,,,,,,,,,,,,,,,,,N,4,8,moonBlueLargeLeft.png,turtleGreenLargeRight.png,moonRedLargeRight.png,turtleGreenLargeLeft.png,donkeyLargeLeft.png,moonRedLargeRight.png,moonRedLargeRight.png,donkeyLargeRight.png,N_List7_Order16_Item-f46_Cond9
8,16,f46,f46RC.mp3,9,,RC,,The turtle that's facing left,donkey that's facing right,,turtle,,,turtle,,,,noun category,noun category,donkeyLargeRight,,,,,,,,,,,,,,,,,,,N,4,8,moonBlueLargeLeft.png,turtleGreenLargeRight.png,moonRedLargeRight.png,turtleGreenLargeLeft.png,donkeyLargeLeft.png,moonRedLargeRight.png,moonRedLargeRight.png,donkeyLargeRight.png,N_List8_Order16_Item-f46_Cond9
1,17,2,02_PC_AAN_rep.mp3,6,PC,AAN,repeated,The chequered blue bottle,red chequered lightbulb,lightbulb_red_chequered,lightbulb,red,chequered,bottle,blue,chequered,chequered,,,lightbulb_red_chequered,lightbulb_red_striped,lightbulb_blue_chequered,lightbulb_blue_striped,bottle_red_chequered,bottle_red_striped,bottle_blue_chequered,bottle_blue_striped,bottle,blue,striped,2,5,3,8,4,1,6,7,Y,6,2,bottle_red_striped.png,lightbulb_red_chequered.png,lightbulb_blue_chequered.png,bottle_red_chequered.png,lightbulb_red_striped.png,bottle_blue_chequered.png,bottle_blue_striped.png,lightbulb_blue_striped.png,Y_List1_Order17_Item-2_Cond6
2,17,2,02_PC_RC_non.mp3,7,PC,RC,non-repeated,The striped bottle that's blue,red chequered lightbulb,lightbulb_red_chequered,lightbulb,red,chequered,bottle,blue,chequered,striped,,,lightbulb_red_chequered,lightbulb_red_striped,lightbulb_blue_chequered,lightbulb_blue_striped,bottle_red_chequered,bottle_red_striped,bottle_blue_chequered,bottle_blue_striped,bottle,blue,striped,2,5,3,8,4,1,6,7,Y,7,2,bottle_red_striped.png,lightbulb_red_chequered.png,lightbulb_blue_chequered.png,bottle_red_chequered.png,lightbulb_red_striped.png,bottle_blue_chequered.png,bottle_blue_striped.png,lightbulb_blue_striped.png,Y_List2_Order17_Item-2_Cond7
3,17,2,02_PC_RC_rep.mp3,8,PC,RC,repeated,The chequered bottle that's blue,red chequered lightbulb,lightbulb_red_chequered,lightbulb,red,chequered,bottle,blue,chequered,chequered,,,lightbulb_red_chequered,lightbulb_red_striped,lightbulb_blue_chequered,lightbulb_blue_striped,bottle_red_chequered,bottle_red_striped,bottle_blue_chequered,bottle_blue_striped,bottle,blue,striped,2,5,3,8,4,1,6,7,Y,6,2,bottle_red_striped.png,lightbulb_red_chequered.png,lightbulb_blue_chequered.png,bottle_red_chequered.png,lightbulb_red_striped.png,bottle_blue_chequered.png,bottle_blue_striped.png,lightbulb_blue_striped.png,Y_List3_Order17_Item-2_Cond8
4,17,2,02_CP_AAN_non.mp3,1,CP,AAN,non-repeated,The blue striped bottle,red chequered lightbulb,lightbulb_red_chequered,lightbulb,red,chequered,bottle,blue,chequered,striped,,,lightbulb_red_chequered,lightbulb_red_striped,lightbulb_blue_chequered,lightbulb_blue_striped,bottle_red_chequered,bottle_red_striped,bottle_blue_chequered,bottle_blue_striped,bottle,blue,striped,2,5,3,8,4,1,6,7,Y,7,2,bottle_red_striped.png,lightbulb_red_chequered.png,lightbulb_blue_chequered.png,bottle_red_chequered.png,lightbulb_red_striped.png,bottle_blue_chequered.png,bottle_blue_striped.png,lightbulb_blue_striped.png,Y_List4_Order17_Item-2_Cond1
5,17,2,02_CP_AAN_rep.mp3,2,CP,AAN,repeated,The blue chequered bottle,red chequered lightbulb,lightbulb_red_chequered,lightbulb,red,chequered,bottle,blue,chequered,chequered,,,lightbulb_red_chequered,lightbulb_red_striped,lightbulb_blue_chequered,lightbulb_blue_striped,bottle_red_chequered,bottle_red_striped,bottle_blue_chequered,bottle_blue_striped,bottle,blue,striped,2,5,3,8,4,1,6,7,Y,6,2,bottle_red_striped.png,lightbulb_red_chequered.png,lightbulb_blue_chequered.png,bottle_red_chequered.png,lightbulb_red_striped.png,bottle_blue_chequered.png,bottle_blue_striped.png,lightbulb_blue_striped.png,Y_List5_Order17_Item-2_Cond2
6,17,2,02_CP_RC_non.mp3,3,CP,RC,non-repeated,The blue bottle that's striped,red chequered lightbulb,lightbulb_red_chequered,lightbulb,red,chequered,bottle,blue,chequered,striped,,,lightbulb_red_chequered,lightbulb_red_striped,lightbulb_blue_chequered,lightbulb_blue_striped,bottle_red_chequered,bottle_red_striped,bottle_blue_chequered,bottle_blue_striped,bottle,blue,striped,2,5,3,8,4,1,6,7,Y,7,2,bottle_red_striped.png,lightbulb_red_chequered.png,lightbulb_blue_chequered.png,bottle_red_chequered.png,lightbulb_red_striped.png,bottle_blue_chequered.png,bottle_blue_striped.png,lightbulb_blue_striped.png,Y_List6_Order17_Item-2_Cond3
7,17,2,02_CP_RC_rep.mp3,4,CP,RC,repeated,The blue bottle that's chequered,red chequered lightbulb,lightbulb_red_chequered,lightbulb,red,chequered,bottle,blue,chequered,chequered,,,lightbulb_red_chequered,lightbulb_red_striped,lightbulb_blue_chequered,lightbulb_blue_striped,bottle_red_chequered,bottle_red_striped,bottle_blue_chequered,bottle_blue_striped,bottle,blue,striped,2,5,3,8,4,1,6,7,Y,6,2,bottle_red_striped.png,lightbulb_red_chequered.png,lightbulb_blue_chequered.png,bottle_red_chequered.png,lightbulb_red_striped.png,bottle_blue_chequered.png,bottle_blue_striped.png,lightbulb_blue_striped.png,Y_List7_Order17_Item-2_Cond4
8,17,2,02_PC_AAN_non.mp3,5,PC,AAN,non-repeated,The striped blue bottle,red chequered lightbulb,lightbulb_red_chequered,lightbulb,red,chequered,bottle,blue,chequered,striped,,,lightbulb_red_chequered,lightbulb_red_striped,lightbulb_blue_chequered,lightbulb_blue_striped,bottle_red_chequered,bottle_red_striped,bottle_blue_chequered,bottle_blue_striped,bottle,blue,striped,2,5,3,8,4,1,6,7,Y,7,2,bottle_red_striped.png,lightbulb_red_chequered.png,lightbulb_blue_chequered.png,bottle_red_chequered.png,lightbulb_red_striped.png,bottle_blue_chequered.png,bottle_blue_striped.png,lightbulb_blue_striped.png,Y_List8_Order17_Item-2_Cond5
1,18,f07,f07RC.mp3,9,,RC,,The bicycle that's facing right,large bicycle,,bicycle,,,bicycle,,,,direction,size,bicycleRedLarge,,,,,,,,,,,,,,,,,,,N,8,7,cupBlueLarge.png,anchorBlueSmall.png,cupBlueLarge.png,bicycleRedSmall.png,cupBlueLarge.png,anchorBlueSmall.png,bicycleRedLarge.png,bicycleRedSmallRight.png,N_List1_Order18_Item-f07_Cond9
2,18,f07,f07RC.mp3,9,,RC,,The bicycle that's facing right,large bicycle,,bicycle,,,bicycle,,,,direction,size,bicycleRedLarge,,,,,,,,,,,,,,,,,,,N,8,7,cupBlueLarge.png,anchorBlueSmall.png,cupBlueLarge.png,bicycleRedSmall.png,cupBlueLarge.png,anchorBlueSmall.png,bicycleRedLarge.png,bicycleRedSmallRight.png,N_List2_Order18_Item-f07_Cond9
3,18,f07,f07RC.mp3,9,,RC,,The bicycle that's facing right,large bicycle,,bicycle,,,bicycle,,,,direction,size,bicycleRedLarge,,,,,,,,,,,,,,,,,,,N,8,7,cupBlueLarge.png,anchorBlueSmall.png,cupBlueLarge.png,bicycleRedSmall.png,cupBlueLarge.png,anchorBlueSmall.png,bicycleRedLarge.png,bicycleRedSmallRight.png,N_List3_Order18_Item-f07_Cond9
4,18,f07,f07RC.mp3,9,,RC,,The bicycle that's facing right,large bicycle,,bicycle,,,bicycle,,,,direction,size,bicycleRedLarge,,,,,,,,,,,,,,,,,,,N,8,7,cupBlueLarge.png,anchorBlueSmall.png,cupBlueLarge.png,bicycleRedSmall.png,cupBlueLarge.png,anchorBlueSmall.png,bicycleRedLarge.png,bicycleRedSmallRight.png,N_List4_Order18_Item-f07_Cond9
5,18,f07,f07RC.mp3,9,,RC,,The bicycle that's facing right,large bicycle,,bicycle,,,bicycle,,,,direction,size,bicycleRedLarge,,,,,,,,,,,,,,,,,,,N,8,7,cupBlueLarge.png,anchorBlueSmall.png,cupBlueLarge.png,bicycleRedSmall.png,cupBlueLarge.png,anchorBlueSmall.png,bicycleRedLarge.png,bicycleRedSmallRight.png,N_List5_Order18_Item-f07_Cond9
6,18,f07,f07RC.mp3,9,,RC,,The bicycle that's facing right,large bicycle,,bicycle,,,bicycle,,,,direction,size,bicycleRedLarge,,,,,,,,,,,,,,,,,,,N,8,7,cupBlueLarge.png,anchorBlueSmall.png,cupBlueLarge.png,bicycleRedSmall.png,cupBlueLarge.png,anchorBlueSmall.png,bicycleRedLarge.png,bicycleRedSmallRight.png,N_List6_Order18_Item-f07_Cond9
7,18,f07,f07RC.mp3,9,,RC,,The bicycle that's facing right,large bicycle,,bicycle,,,bicycle,,,,direction,size,bicycleRedLarge,,,,,,,,,,,,,,,,,,,N,8,7,cupBlueLarge.png,anchorBlueSmall.png,cupBlueLarge.png,bicycleRedSmall.png,cupBlueLarge.png,anchorBlueSmall.png,bicycleRedLarge.png,bicycleRedSmallRight.png,N_List7_Order18_Item-f07_Cond9
8,18,f07,f07RC.mp3,9,,RC,,The bicycle that's facing right,large bicycle,,bicycle,,,bicycle,,,,direction,size,bicycleRedLarge,,,,,,,,,,,,,,,,,,,N,8,7,cupBlueLarge.png,anchorBlueSmall.png,cupBlueLarge.png,bicycleRedSmall.png,cupBlueLarge.png,anchorBlueSmall.png,bicycleRedLarge.png,bicycleRedSmallRight.png,N_List8_Order18_Item-f07_Cond9
1,19,9,09_CP_RC_non.mp3,3,CP,RC,non-repeated,The green car that's chequered,blue striped knife,knife_blue_striped,knife,blue,striped,car,green,striped,chequered,,,knife_blue_striped,knife_blue_chequered,knife_green_striped,knife_green_chequered,car_blue_striped,car_blue_chequered,car_green_striped,car_green_chequered,car,green,chequered,4,2,8,5,6,1,7,3,Y,3,4,car_blue_chequered.png,knife_blue_chequered.png,car_green_chequered.png,knife_blue_striped.png,knife_green_chequered.png,car_blue_striped.png,car_green_striped.png,knife_green_striped.png,Y_List1_Order19_Item-9_Cond3
2,19,9,09_CP_RC_rep.mp3,4,CP,RC,repeated,The green car that's striped,blue striped knife,knife_blue_striped,knife,blue,striped,car,green,striped,striped,,,knife_blue_striped,knife_blue_chequered,knife_green_striped,knife_green_chequered,car_blue_striped,car_blue_chequered,car_green_striped,car_green_chequered,car,green,chequered,4,2,8,5,6,1,7,3,Y,7,4,car_blue_chequered.png,knife_blue_chequered.png,car_green_chequered.png,knife_blue_striped.png,knife_green_chequered.png,car_blue_striped.png,car_green_striped.png,knife_green_striped.png,Y_List2_Order19_Item-9_Cond4
3,19,9,09_PC_AAN_non.mp3,5,PC,AAN,non-repeated,The chequered green car,blue striped knife,knife_blue_striped,knife,blue,striped,car,green,striped,chequered,,,knife_blue_striped,knife_blue_chequered,knife_green_striped,knife_green_chequered,car_blue_striped,car_blue_chequered,car_green_striped,car_green_chequered,car,green,chequered,4,2,8,5,6,1,7,3,Y,3,4,car_blue_chequered.png,knife_blue_chequered.png,car_green_chequered.png,knife_blue_striped.png,knife_green_chequered.png,car_blue_striped.png,car_green_striped.png,knife_green_striped.png,Y_List3_Order19_Item-9_Cond5
4,19,9,09_PC_AAN_rep.mp3,6,PC,AAN,repeated,The striped green car,blue striped knife,knife_blue_striped,knife,blue,striped,car,green,striped,striped,,,knife_blue_striped,knife_blue_chequered,knife_green_striped,knife_green_chequered,car_blue_striped,car_blue_chequered,car_green_striped,car_green_chequered,car,green,chequered,4,2,8,5,6,1,7,3,Y,7,4,car_blue_chequered.png,knife_blue_chequered.png,car_green_chequered.png,knife_blue_striped.png,knife_green_chequered.png,car_blue_striped.png,car_green_striped.png,knife_green_striped.png,Y_List4_Order19_Item-9_Cond6
5,19,9,09_PC_RC_non.mp3,7,PC,RC,non-repeated,The chequered car that's green,blue striped knife,knife_blue_striped,knife,blue,striped,car,green,striped,chequered,,,knife_blue_striped,knife_blue_chequered,knife_green_striped,knife_green_chequered,car_blue_striped,car_blue_chequered,car_green_striped,car_green_chequered,car,green,chequered,4,2,8,5,6,1,7,3,Y,3,4,car_blue_chequered.png,knife_blue_chequered.png,car_green_chequered.png,knife_blue_striped.png,knife_green_chequered.png,car_blue_striped.png,car_green_striped.png,knife_green_striped.png,Y_List5_Order19_Item-9_Cond7
6,19,9,09_PC_RC_rep.mp3,8,PC,RC,repeated,The striped car that's green,blue striped knife,knife_blue_striped,knife,blue,striped,car,green,striped,striped,,,knife_blue_striped,knife_blue_chequered,knife_green_striped,knife_green_chequered,car_blue_striped,car_blue_chequered,car_green_striped,car_green_chequered,car,green,chequered,4,2,8,5,6,1,7,3,Y,7,4,car_blue_chequered.png,knife_blue_chequered.png,car_green_chequered.png,knife_blue_striped.png,knife_green_chequered.png,car_blue_striped.png,car_green_striped.png,knife_green_striped.png,Y_List6_Order19_Item-9_Cond8
7,19,9,09_CP_AAN_non.mp3,1,CP,AAN,non-repeated,The green chequered car,blue striped knife,knife_blue_striped,knife,blue,striped,car,green,striped,chequered,,,knife_blue_striped,knife_blue_chequered,knife_green_striped,knife_green_chequered,car_blue_striped,car_blue_chequered,car_green_striped,car_green_chequered,car,green,chequered,4,2,8,5,6,1,7,3,Y,3,4,car_blue_chequered.png,knife_blue_chequered.png,car_green_chequered.png,knife_blue_striped.png,knife_green_chequered.png,car_blue_striped.png,car_green_striped.png,knife_green_striped.png,Y_List7_Order19_Item-9_Cond1
8,19,9,09_CP_AAN_rep.mp3,2,CP,AAN,repeated,The green striped car,blue striped knife,knife_blue_striped,knife,blue,striped,car,green,striped,striped,,,knife_blue_striped,knife_blue_chequered,knife_green_striped,knife_green_chequered,car_blue_striped,car_blue_chequered,car_green_striped,car_green_chequered,car,green,chequered,4,2,8,5,6,1,7,3,Y,7,4,car_blue_chequered.png,knife_blue_chequered.png,car_green_chequered.png,knife_blue_striped.png,knife_green_chequered.png,car_blue_striped.png,car_green_striped.png,knife_green_striped.png,Y_List8_Order19_Item-9_Cond2
1,20,f05,f05RC.mp3,9,,RC,,The bat that's upside down,small bat,,bat,,,bat,,,,direction,size,batGreySmall,,,,,,,,,,,,,,,,,,,N,5,6,handleRedLarge.png,handleRedSmall.png,batGreyLarge.png,handleBlueSmall.png,batGreyLargeUpsideDown.png,batGreySmall.png,handleRedLarge.png,handleBlueSmall.png,N_List1_Order20_Item-f05_Cond9
2,20,f05,f05RC.mp3,9,,RC,,The bat that's upside down,small bat,,bat,,,bat,,,,direction,size,batGreySmall,,,,,,,,,,,,,,,,,,,N,5,6,handleRedLarge.png,handleRedSmall.png,batGreyLarge.png,handleBlueSmall.png,batGreyLargeUpsideDown.png,batGreySmall.png,handleRedLarge.png,handleBlueSmall.png,N_List2_Order20_Item-f05_Cond9
3,20,f05,f05RC.mp3,9,,RC,,The bat that's upside down,small bat,,bat,,,bat,,,,direction,size,batGreySmall,,,,,,,,,,,,,,,,,,,N,5,6,handleRedLarge.png,handleRedSmall.png,batGreyLarge.png,handleBlueSmall.png,batGreyLargeUpsideDown.png,batGreySmall.png,handleRedLarge.png,handleBlueSmall.png,N_List3_Order20_Item-f05_Cond9
4,20,f05,f05RC.mp3,9,,RC,,The bat that's upside down,small bat,,bat,,,bat,,,,direction,size,batGreySmall,,,,,,,,,,,,,,,,,,,N,5,6,handleRedLarge.png,handleRedSmall.png,batGreyLarge.png,handleBlueSmall.png,batGreyLargeUpsideDown.png,batGreySmall.png,handleRedLarge.png,handleBlueSmall.png,N_List4_Order20_Item-f05_Cond9
5,20,f05,f05RC.mp3,9,,RC,,The bat that's upside down,small bat,,bat,,,bat,,,,direction,size,batGreySmall,,,,,,,,,,,,,,,,,,,N,5,6,handleRedLarge.png,handleRedSmall.png,batGreyLarge.png,handleBlueSmall.png,batGreyLargeUpsideDown.png,batGreySmall.png,handleRedLarge.png,handleBlueSmall.png,N_List5_Order20_Item-f05_Cond9
6,20,f05,f05RC.mp3,9,,RC,,The bat that's upside down,small bat,,bat,,,bat,,,,direction,size,batGreySmall,,,,,,,,,,,,,,,,,,,N,5,6,handleRedLarge.png,handleRedSmall.png,batGreyLarge.png,handleBlueSmall.png,batGreyLargeUpsideDown.png,batGreySmall.png,handleRedLarge.png,handleBlueSmall.png,N_List6_Order20_Item-f05_Cond9
7,20,f05,f05RC.mp3,9,,RC,,The bat that's upside down,small bat,,bat,,,bat,,,,direction,size,batGreySmall,,,,,,,,,,,,,,,,,,,N,5,6,handleRedLarge.png,handleRedSmall.png,batGreyLarge.png,handleBlueSmall.png,batGreyLargeUpsideDown.png,batGreySmall.png,handleRedLarge.png,handleBlueSmall.png,N_List7_Order20_Item-f05_Cond9
8,20,f05,f05RC.mp3,9,,RC,,The bat that's upside down,small bat,,bat,,,bat,,,,direction,size,batGreySmall,,,,,,,,,,,,,,,,,,,N,5,6,handleRedLarge.png,handleRedSmall.png,batGreyLarge.png,handleBlueSmall.png,batGreyLargeUpsideDown.png,batGreySmall.png,handleRedLarge.png,handleBlueSmall.png,N_List8_Order20_Item-f05_Cond9
1,21,f03,f03.mp3,9,,AN,,The small artichoke,artichoke upside down,,artichoke,,,artichoke,,,,size,direction,artichokeLargeUpsideDown,,,,,,,,,,,,,,,,,,,N,7,4,asparagusGreenSmall.png,artichokeLarge.png,asparagusRight.png,artichokeLargeUpsideDown.png,asparagusGreenSmall.png,asparagusRight.png,artichokeSmall.png,asparagusGreenSmall.png,N_List1_Order21_Item-f03_Cond9
2,21,f03,f03.mp3,9,,AN,,The small artichoke,artichoke upside down,,artichoke,,,artichoke,,,,size,direction,artichokeLargeUpsideDown,,,,,,,,,,,,,,,,,,,N,7,4,asparagusGreenSmall.png,artichokeLarge.png,asparagusRight.png,artichokeLargeUpsideDown.png,asparagusGreenSmall.png,asparagusRight.png,artichokeSmall.png,asparagusGreenSmall.png,N_List2_Order21_Item-f03_Cond9
3,21,f03,f03.mp3,9,,AN,,The small artichoke,artichoke upside down,,artichoke,,,artichoke,,,,size,direction,artichokeLargeUpsideDown,,,,,,,,,,,,,,,,,,,N,7,4,asparagusGreenSmall.png,artichokeLarge.png,asparagusRight.png,artichokeLargeUpsideDown.png,asparagusGreenSmall.png,asparagusRight.png,artichokeSmall.png,asparagusGreenSmall.png,N_List3_Order21_Item-f03_Cond9
4,21,f03,f03.mp3,9,,AN,,The small artichoke,artichoke upside down,,artichoke,,,artichoke,,,,size,direction,artichokeLargeUpsideDown,,,,,,,,,,,,,,,,,,,N,7,4,asparagusGreenSmall.png,artichokeLarge.png,asparagusRight.png,artichokeLargeUpsideDown.png,asparagusGreenSmall.png,asparagusRight.png,artichokeSmall.png,asparagusGreenSmall.png,N_List4_Order21_Item-f03_Cond9
5,21,f03,f03.mp3,9,,AN,,The small artichoke,artichoke upside down,,artichoke,,,artichoke,,,,size,direction,artichokeLargeUpsideDown,,,,,,,,,,,,,,,,,,,N,7,4,asparagusGreenSmall.png,artichokeLarge.png,asparagusRight.png,artichokeLargeUpsideDown.png,asparagusGreenSmall.png,asparagusRight.png,artichokeSmall.png,asparagusGreenSmall.png,N_List5_Order21_Item-f03_Cond9
6,21,f03,f03.mp3,9,,AN,,The small artichoke,artichoke upside down,,artichoke,,,artichoke,,,,size,direction,artichokeLargeUpsideDown,,,,,,,,,,,,,,,,,,,N,7,4,asparagusGreenSmall.png,artichokeLarge.png,asparagusRight.png,artichokeLargeUpsideDown.png,asparagusGreenSmall.png,asparagusRight.png,artichokeSmall.png,asparagusGreenSmall.png,N_List6_Order21_Item-f03_Cond9
7,21,f03,f03.mp3,9,,AN,,The small artichoke,artichoke upside down,,artichoke,,,artichoke,,,,size,direction,artichokeLargeUpsideDown,,,,,,,,,,,,,,,,,,,N,7,4,asparagusGreenSmall.png,artichokeLarge.png,asparagusRight.png,artichokeLargeUpsideDown.png,asparagusGreenSmall.png,asparagusRight.png,artichokeSmall.png,asparagusGreenSmall.png,N_List7_Order21_Item-f03_Cond9
8,21,f03,f03.mp3,9,,AN,,The small artichoke,artichoke upside down,,artichoke,,,artichoke,,,,size,direction,artichokeLargeUpsideDown,,,,,,,,,,,,,,,,,,,N,7,4,asparagusGreenSmall.png,artichokeLarge.png,asparagusRight.png,artichokeLargeUpsideDown.png,asparagusGreenSmall.png,asparagusRight.png,artichokeSmall.png,asparagusGreenSmall.png,N_List8_Order21_Item-f03_Cond9
1,22,13,13_CP_AAN_non.mp3,1,CP,AAN,non-repeated,The red striped arrow,green spotted flag,flag_green_spotted,flag,green,spotted,arrow,red,spotted,striped,,,flag_green_spotted,flag_green_striped,flag_red_spotted,flag_red_striped,arrow_green_spotted,arrow_green_striped,arrow_red_spotted,arrow_red_striped,arrow,red,striped,5,6,4,1,3,2,8,7,Y,7,5,flag_red_striped.png,arrow_green_striped.png,arrow_green_spotted.png,flag_red_spotted.png,flag_green_spotted.png,flag_green_striped.png,arrow_red_striped.png,arrow_red_spotted.png,Y_List1_Order22_Item-13_Cond1
2,22,13,13_CP_AAN_rep.mp3,2,CP,AAN,repeated,The red spotted arrow,green spotted flag,flag_green_spotted,flag,green,spotted,arrow,red,spotted,spotted,,,flag_green_spotted,flag_green_striped,flag_red_spotted,flag_red_striped,arrow_green_spotted,arrow_green_striped,arrow_red_spotted,arrow_red_striped,arrow,red,striped,5,6,4,1,8,2,3,7,Y,3,5,flag_red_striped.png,arrow_green_striped.png,arrow_red_spotted.png,flag_red_spotted.png,flag_green_spotted.png,flag_green_striped.png,arrow_red_striped.png,arrow_green_spotted.png,Y_List2_Order22_Item-13_Cond2
3,22,13,13_CP_RC_non.mp3,3,CP,RC,non-repeated,The red arrow that's striped,green spotted flag,flag_green_spotted,flag,green,spotted,arrow,red,spotted,striped,,,flag_green_spotted,flag_green_striped,flag_red_spotted,flag_red_striped,arrow_green_spotted,arrow_green_striped,arrow_red_spotted,arrow_red_striped,arrow,red,striped,5,6,4,1,8,2,3,7,Y,7,5,flag_red_striped.png,arrow_green_striped.png,arrow_red_spotted.png,flag_red_spotted.png,flag_green_spotted.png,flag_green_striped.png,arrow_red_striped.png,arrow_green_spotted.png,Y_List3_Order22_Item-13_Cond3
4,22,13,13_CP_RC_rep.mp3,4,CP,RC,repeated,The red arrow that's spotted,green spotted flag,flag_green_spotted,flag,green,spotted,arrow,red,spotted,spotted,,,flag_green_spotted,flag_green_striped,flag_red_spotted,flag_red_striped,arrow_green_spotted,arrow_green_striped,arrow_red_spotted,arrow_red_striped,arrow,red,striped,5,6,4,1,8,2,3,7,Y,3,5,flag_red_striped.png,arrow_green_striped.png,arrow_red_spotted.png,flag_red_spotted.png,flag_green_spotted.png,flag_green_striped.png,arrow_red_striped.png,arrow_green_spotted.png,Y_List4_Order22_Item-13_Cond4
5,22,13,13_PC_AAN_non.mp3,5,PC,AAN,non-repeated,The striped red arrow,green spotted flag,flag_green_spotted,flag,green,spotted,arrow,red,spotted,striped,,,flag_green_spotted,flag_green_striped,flag_red_spotted,flag_red_striped,arrow_green_spotted,arrow_green_striped,arrow_red_spotted,arrow_red_striped,arrow,red,striped,5,6,4,1,8,2,3,7,Y,7,5,flag_red_striped.png,arrow_green_striped.png,arrow_red_spotted.png,flag_red_spotted.png,flag_green_spotted.png,flag_green_striped.png,arrow_red_striped.png,arrow_green_spotted.png,Y_List5_Order22_Item-13_Cond5
